noise_percentage,confidence_factor,correctly_classified,accuracy
11.100,0.25,924,48.9407
11.100,0.275,952,50.4237
11.100,0.2,903,47.8284
11.100,0.325,1074,56.8856
11.100,0.350,1085,57.4682
11.100,0.375,1101,58.3157
11.100,0.3,1042,55.1907
11.100,0.425,1122,59.428
11.100,0.45,1122,59.428
11.100,0.475,1129,59.7987
11.100,0.4,1120,59.322
11.100,0.5,1129,59.7987
11.150,0.025,790,41.8432
11.150,0.05,840,44.4915
11.150,0.075,841,44.5445
11.150,0.125,841,44.5445
11.150,0.150,841,44.5445
11.150,0.175,843,44.6504
11.150,0.1,841,44.5445
11.150,0.225,890,47.1398
11.150,0.25,1000,52.9661
11.150,0.275,1008,53.3898
11.150,0.2,843,44.6504
11.150,0.325,1053,55.7733
11.150,0.350,1077,57.0445
11.150,0.375,1096,58.0508
11.150,0.3,1032,54.661
11.150,0.425,1106,58.5805
11.150,0.45,1106,58.5805
11.150,0.475,1121,59.375
11.150,0.4,1096,58.0508
11.150,0.5,1121,59.375
11.200,0.025,792,41.9492
11.200,0.05,844,44.7034
11.200,0.075,844,44.7034
11.200,0.125,855,45.286
11.200,0.150,857,45.3919
11.200,0.175,857,45.3919
11.200,0.1,844,44.7034
11.200,0.225,910,48.1992
11.200,0.25,946,50.1059
11.200,0.275,949,50.2648
11.200,0.2,903,47.8284
11.200,0.325,1051,55.6674
11.200,0.350,1059,56.0911
11.200,0.375,1086,57.5212
11.200,0.3,1038,54.9788
11.200,0.425,1101,58.3157
11.200,0.45,1103,58.4216
11.200,0.475,1106,58.5805
11.200,0.4,1095,57.9979
11.200,0.5,1106,58.5805
11.250,0.025,800,42.3729
11.250,0.05,853,45.1801
11.250,0.075,853,45.1801
11.250,0.125,854,45.2331
11.250,0.150,854,45.2331
11.250,0.175,880,46.6102
11.250,0.1,854,45.2331
11.250,0.225,910,48.1992
11.250,0.25,911,48.2521
11.250,0.275,920,48.7288
11.250,0.2,910,48.1992
11.250,0.325,1054,55.8263
11.250,0.350,1069,56.6208
11.250,0.375,1084,57.4153
11.250,0.3,969,51.3242
11.250,0.425,1117,59.1631
11.250,0.45,1125,59.5869
11.250,0.475,1125,59.5869
11.250,0.4,1090,57.7331
11.250,0.5,1125,59.5869
11.300,0.025,802,42.4788
11.300,0.05,802,42.4788
11.300,0.075,848,44.9153
11.300,0.125,848,44.9153
11.300,0.150,873,46.2394
11.300,0.175,888,47.0339
11.300,0.1,848,44.9153
11.300,0.225,889,47.0869
11.300,0.25,917,48.5699
11.300,0.275,1020,54.0254
11.300,0.2,888,47.0339
11.300,0.325,1074,56.8856
11.300,0.350,1084,57.4153
11.300,0.375,1087,57.5742
11.300,0.3,1040,55.0847
11.300,0.425,1103,58.4216
11.300,0.45,1110,58.7924
11.300,0.475,1113,58.9513
11.300,0.4,1099,58.2097
11.300,0.5,1113,58.9513
11.350,0.025,804,42.5847
11.350,0.05,804,42.5847
11.350,0.075,852,45.1271
11.350,0.125,853,45.1801
11.350,0.150,853,45.1801
11.350,0.175,853,45.1801
11.350,0.1,853,45.1801
11.350,0.225,914,48.411
11.350,0.25,918,48.6229
11.350,0.275,919,48.6758
11.350,0.2,914,48.411
11.350,0.325,1062,56.25
11.350,0.350,1073,56.8326
11.350,0.375,1068,56.5678
11.350,0.3,1042,55.1907
11.350,0.425,1103,58.4216
11.350,0.45,1107,58.6335
11.350,0.475,1114,59.0042
11.350,0.4,1093,57.8919
11.350,0.5,1114,59.0042
11.400,0.025,788,41.7373
11.400,0.05,835,44.2267
11.400,0.075,835,44.2267
11.400,0.125,835,44.2267
11.400,0.150,835,44.2267
11.400,0.175,835,44.2267
11.400,0.1,835,44.2267
11.400,0.225,874,46.2924
11.400,0.25,887,46.9809
11.400,0.275,1013,53.6547
11.400,0.2,841,44.5445
11.400,0.325,1038,54.9788
11.400,0.350,1084,57.4153
11.400,0.375,1089,57.6801
11.400,0.3,1029,54.5021
11.400,0.425,1103,58.4216
11.400,0.45,1111,58.8453
11.400,0.475,1114,59.0042
11.400,0.4,1098,58.1568
11.400,0.5,1114,59.0042
11.450,0.025,797,42.214
11.450,0.05,797,42.214
11.450,0.075,846,44.8093
11.450,0.125,846,44.8093
11.450,0.150,846,44.8093
11.450,0.175,848,44.9153
11.450,0.1,846,44.8093
11.450,0.225,879,46.5572
11.450,0.25,911,48.2521
11.450,0.275,950,50.3178
11.450,0.2,874,46.2924
11.450,0.325,1070,56.6737
11.450,0.350,1086,57.5212
11.450,0.375,1086,57.5212
11.450,0.3,1057,55.9852
11.450,0.425,1088,57.6271
11.450,0.45,1100,58.2627
11.450,0.475,1127,59.6928
11.450,0.4,1086,57.5212
11.450,0.5,1127,59.6928
11.500,0.025,811,42.9555
11.500,0.05,862,45.6568
11.500,0.075,862,45.6568
11.500,0.125,865,45.8157
11.500,0.150,865,45.8157
11.500,0.175,909,48.1462
11.500,0.1,865,45.8157
11.500,0.225,927,49.0996
11.500,0.25,927,49.0996
11.500,0.275,1007,53.3369
11.500,0.2,919,48.6758
11.500,0.325,1032,54.661
11.500,0.350,1065,56.4089
11.500,0.375,1072,56.7797
11.500,0.3,1032,54.661
11.500,0.425,1089,57.6801
11.500,0.45,1103,58.4216
11.500,0.475,1113,58.9513
11.500,0.4,1076,56.9915
11.500,0.5,1113,58.9513
11.550,0.025,797,42.214
11.550,0.05,845,44.7564
11.550,0.075,845,44.7564
11.550,0.125,845,44.7564
11.550,0.150,847,44.8623
11.550,0.175,847,44.8623
11.550,0.1,845,44.7564
11.550,0.225,848,44.9153
11.550,0.25,928,49.1525
11.550,0.275,1032,54.661
11.550,0.2,848,44.9153
11.550,0.325,1061,56.197
11.550,0.350,1079,57.1504
11.550,0.375,1081,57.2564
11.550,0.3,1042,55.1907
11.550,0.425,1099,58.2097
11.550,0.45,1106,58.5805
11.550,0.475,1111,58.8453
11.550,0.4,1087,57.5742
11.550,0.5,1111,58.8453
11.600,0.025,793,42.0021
11.600,0.05,838,44.3856
11.600,0.075,838,44.3856
11.600,0.125,843,44.6504
11.600,0.150,843,44.6504
11.600,0.175,843,44.6504
11.600,0.1,843,44.6504
11.600,0.225,923,48.8877
11.600,0.25,927,49.0996
11.600,0.275,942,49.8941
11.600,0.2,868,45.9746
11.600,0.325,1070,56.6737
11.600,0.350,1078,57.0975
11.600,0.375,1081,57.2564
11.600,0.3,947,50.1589
11.600,0.425,1115,59.0572
11.600,0.45,1117,59.1631
11.600,0.475,1117,59.1631
11.600,0.4,1111,58.8453
11.600,0.5,1121,59.375
11.650,0.025,792,41.9492
11.650,0.05,792,41.9492
11.650,0.075,792,41.9492
11.650,0.125,841,44.5445
11.650,0.150,841,44.5445
11.650,0.175,841,44.5445
11.650,0.1,841,44.5445
11.650,0.225,906,47.9873
11.650,0.25,915,48.464
11.650,0.275,1020,54.0254
11.650,0.2,906,47.9873
11.650,0.325,1045,55.3496
11.650,0.350,1052,55.7203
11.650,0.375,1076,56.9915
11.650,0.3,1038,54.9788
11.650,0.425,1095,57.9979
11.650,0.45,1097,58.1038
11.650,0.475,1105,58.5275
11.650,0.4,1082,57.3093
11.650,0.5,1105,58.5275
11.700,0.025,800,42.3729
11.700,0.05,846,44.8093
11.700,0.075,846,44.8093
11.700,0.125,846,44.8093
11.700,0.150,909,48.1462
11.700,0.175,912,48.3051
11.700,0.1,846,44.8093
11.700,0.225,913,48.3581
11.700,0.25,920,48.7288
11.700,0.275,925,48.9936
11.700,0.2,913,48.3581
11.700,0.325,1056,55.9322
11.700,0.350,1061,56.197
11.700,0.375,1070,56.6737
11.700,0.3,931,49.3114
11.700,0.425,1087,57.5742
11.700,0.45,1095,57.9979
11.700,0.475,1109,58.7394
11.700,0.4,1072,56.7797
11.700,0.5,1109,58.7394
11.750,0.025,801,42.4258
11.750,0.05,801,42.4258
11.750,0.075,849,44.9682
11.750,0.125,849,44.9682
11.750,0.150,849,44.9682
11.750,0.175,849,44.9682
11.750,0.1,849,44.9682
11.750,0.225,911,48.2521
11.750,0.25,914,48.411
11.750,0.275,918,48.6229
11.750,0.2,904,47.8814
11.750,0.325,1014,53.7076
11.750,0.350,1063,56.303
11.750,0.375,1066,56.4619
11.750,0.3,1012,53.6017
11.750,0.425,1079,57.1504
11.750,0.45,1094,57.9449
11.750,0.475,1105,58.5275
11.750,0.4,1075,56.9386
11.750,0.5,1105,58.5275
11.800,0.025,790,41.8432
11.800,0.05,838,44.3856
11.800,0.075,840,44.4915
11.800,0.125,840,44.4915
11.800,0.150,840,44.4915
11.800,0.175,862,45.6568
11.800,0.1,840,44.4915
11.800,0.225,896,47.4576
11.800,0.25,900,47.6695
11.800,0.275,933,49.4174
11.800,0.2,897,47.5106
11.800,0.325,1054,55.8263
11.800,0.350,1078,57.0975
11.800,0.375,1087,57.5742
11.800,0.3,1051,55.6674
11.800,0.425,1098,58.1568
11.800,0.45,1100,58.2627
11.800,0.475,1105,58.5275
11.800,0.4,1090,57.7331
11.800,0.5,1109,58.7394
11.850,0.025,796,42.161
11.850,0.05,844,44.7034
11.850,0.075,846,44.8093
11.850,0.125,849,44.9682
11.850,0.150,851,45.0742
11.850,0.175,851,45.0742
11.850,0.1,849,44.9682
11.850,0.225,914,48.411
11.850,0.25,918,48.6229
11.850,0.275,1020,54.0254
11.850,0.2,851,45.0742
11.850,0.325,1030,54.5551
11.850,0.350,1074,56.8856
11.850,0.375,1079,57.1504
11.850,0.3,1025,54.2903
11.850,0.425,1093,57.8919
11.850,0.45,1099,58.2097
11.850,0.475,1102,58.3686
11.850,0.4,1088,57.6271
11.850,0.5,1102,58.3686
11.900,0.025,807,42.7436
11.900,0.05,807,42.7436
11.900,0.075,853,45.1801
11.900,0.125,853,45.1801
11.900,0.150,855,45.286
11.900,0.175,855,45.286
11.900,0.1,853,45.1801
11.900,0.225,912,48.3051
11.900,0.25,915,48.464
11.900,0.275,943,49.947
11.900,0.2,877,46.4513
11.900,0.325,1033,54.714
11.900,0.350,1047,55.4555
11.900,0.375,1071,56.7267
11.900,0.3,1033,54.714
11.900,0.425,1096,58.0508
11.900,0.45,1109,58.7394
11.900,0.475,1112,58.8983
11.900,0.4,1079,57.1504
11.900,0.5,1122,59.428
11.950,0.025,797,42.214
11.950,0.05,797,42.214
11.950,0.075,843,44.6504
11.950,0.125,901,47.7225
11.950,0.150,901,47.7225
11.950,0.175,901,47.7225
11.950,0.1,843,44.6504
11.950,0.225,902,47.7754
11.950,0.25,906,47.9873
11.950,0.275,1010,53.4958
11.950,0.2,901,47.7225
11.950,0.325,1030,54.5551
11.950,0.350,1037,54.9258
11.950,0.375,1070,56.6737
11.950,0.3,1027,54.3962
11.950,0.425,1083,57.3623
11.950,0.45,1101,58.3157
11.950,0.475,1101,58.3157
11.950,0.4,1075,56.9386
11.950,0.5,1101,58.3157
12.000,0.025,804,42.5847
12.000,0.05,851,45.0742
12.000,0.075,851,45.0742
12.000,0.125,851,45.0742
12.000,0.150,851,45.0742
12.000,0.175,851,45.0742
12.000,0.1,851,45.0742
12.000,0.225,917,48.5699
12.000,0.25,944,50
12.000,0.275,951,50.3708
12.000,0.2,902,47.7754
12.000,0.325,1044,55.2966
12.000,0.350,1075,56.9386
12.000,0.375,1096,58.0508
12.000,0.3,1042,55.1907
12.000,0.425,1110,58.7924
12.000,0.45,1115,59.0572
12.000,0.475,1121,59.375
12.000,0.4,1100,58.2627
12.000,0.5,1121,59.375
12.050,0.025,782,41.4195
12.050,0.05,782,41.4195
12.050,0.075,824,43.6441
12.050,0.125,829,43.9089
12.050,0.150,829,43.9089
12.050,0.175,830,43.9619
12.050,0.1,829,43.9089
12.050,0.225,891,47.1928
12.050,0.25,936,49.5763
12.050,0.275,1020,54.0254
12.050,0.2,830,43.9619
12.050,0.325,1065,56.4089
12.050,0.350,1067,56.5148
12.050,0.375,1072,56.7797
12.050,0.3,1022,54.1314
12.050,0.425,1093,57.8919
12.050,0.45,1101,58.3157
12.050,0.475,1109,58.7394
12.050,0.4,1072,56.7797
12.050,0.5,1109,58.7394
12.100,0.025,809,42.8496
12.100,0.05,861,45.6038
12.100,0.075,861,45.6038
12.100,0.125,861,45.6038
12.100,0.150,863,45.7097
12.100,0.175,863,45.7097
12.100,0.1,861,45.6038
12.100,0.225,918,48.6229
12.100,0.25,920,48.7288
12.100,0.275,929,49.2055
12.100,0.2,864,45.7627
12.100,0.325,1022,54.1314
12.100,0.350,1045,55.3496
12.100,0.375,1062,56.25
12.100,0.3,1003,53.125
12.100,0.425,1104,58.4746
12.100,0.45,1109,58.7394
12.100,0.475,1113,58.9513
12.100,0.4,1100,58.2627
12.100,0.5,1113,58.9513
12.150,0.025,784,41.5254
12.150,0.05,832,44.0678
12.150,0.075,833,44.1208
12.150,0.125,836,44.2797
12.150,0.150,836,44.2797
12.150,0.175,836,44.2797
12.150,0.1,836,44.2797
12.150,0.225,912,48.3051
12.150,0.25,915,48.464
12.150,0.275,915,48.464
12.150,0.2,844,44.7034
12.150,0.325,1036,54.8729
12.150,0.350,1058,56.0381
12.150,0.375,1062,56.25
12.150,0.3,1022,54.1314
12.150,0.425,1095,57.9979
12.150,0.45,1103,58.4216
12.150,0.475,1113,58.9513
12.150,0.4,1070,56.6737
12.150,0.5,1120,59.322
12.200,0.025,836,44.2797
12.200,0.05,837,44.3326
12.200,0.075,837,44.3326
12.200,0.125,841,44.5445
12.200,0.150,841,44.5445
12.200,0.175,841,44.5445
12.200,0.1,841,44.5445
12.200,0.225,843,44.6504
12.200,0.25,870,46.0805
12.200,0.275,1004,53.178
12.200,0.2,843,44.6504
12.200,0.325,1050,55.6144
12.200,0.350,1063,56.303
12.200,0.375,1074,56.8856
12.200,0.3,1022,54.1314
12.200,0.425,1093,57.8919
12.200,0.45,1100,58.2627
12.200,0.475,1100,58.2627
12.200,0.4,1089,57.6801
12.200,0.5,1103,58.4216
12.250,0.025,782,41.4195
12.250,0.05,831,44.0148
12.250,0.075,831,44.0148
12.250,0.125,831,44.0148
12.250,0.150,831,44.0148
12.250,0.175,831,44.0148
12.250,0.1,831,44.0148
12.250,0.225,912,48.3051
12.250,0.25,915,48.464
12.250,0.275,973,51.536
12.250,0.2,831,44.0148
12.250,0.325,1041,55.1377
12.250,0.350,1066,56.4619
12.250,0.375,1076,56.9915
12.250,0.3,1040,55.0847
12.250,0.425,1102,58.3686
12.250,0.45,1112,58.8983
12.250,0.475,1115,59.0572
12.250,0.4,1087,57.5742
12.250,0.5,1118,59.2161
12.300,0.025,789,41.7903
12.300,0.05,789,41.7903
12.300,0.075,834,44.1737
12.300,0.125,834,44.1737
12.300,0.150,841,44.5445
12.300,0.175,841,44.5445
12.300,0.1,834,44.1737
12.300,0.225,911,48.2521
12.300,0.25,1022,54.1314
12.300,0.275,1046,55.4025
12.300,0.2,841,44.5445
12.300,0.325,1065,56.4089
12.300,0.350,1082,57.3093
12.300,0.375,1090,57.7331
12.300,0.3,1047,55.4555
12.300,0.425,1099,58.2097
12.300,0.45,1115,59.0572
12.300,0.475,1120,59.322
12.300,0.4,1093,57.8919
12.300,0.5,1122,59.428
12.350,0.025,781,41.3665
12.350,0.05,829,43.9089
12.350,0.075,829,43.9089
12.350,0.125,829,43.9089
12.350,0.150,829,43.9089
12.350,0.175,882,46.7161
12.350,0.1,829,43.9089
12.350,0.225,922,48.8347
12.350,0.25,925,48.9936
12.350,0.275,930,49.2585
12.350,0.2,890,47.1398
12.350,0.325,1028,54.4492
12.350,0.350,1057,55.9852
12.350,0.375,1067,56.5148
12.350,0.3,1022,54.1314
12.350,0.425,1093,57.8919
12.350,0.45,1095,57.9979
12.350,0.475,1102,58.3686
12.350,0.4,1075,56.9386
12.350,0.5,1102,58.3686
12.400,0.025,791,41.8962
12.400,0.05,840,44.4915
12.400,0.075,840,44.4915
12.400,0.125,843,44.6504
12.400,0.150,843,44.6504
12.400,0.175,860,45.5508
12.400,0.1,843,44.6504
12.400,0.225,861,45.6038
12.400,0.25,899,47.6165
12.400,0.275,942,49.8941
12.400,0.2,861,45.6038
12.400,0.325,1047,55.4555
12.400,0.350,1057,55.9852
12.400,0.375,1075,56.9386
12.400,0.3,1047,55.4555
12.400,0.425,1091,57.786
12.400,0.45,1095,57.9979
12.400,0.475,1104,58.4746
12.400,0.4,1084,57.4153
12.400,0.5,1104,58.4746
12.450,0.025,768,40.678
12.450,0.05,816,43.2203
12.450,0.075,820,43.4322
12.450,0.125,820,43.4322
12.450,0.150,820,43.4322
12.450,0.175,848,44.9153
12.450,0.1,820,43.4322
12.450,0.225,868,45.9746
12.450,0.25,1004,53.178
12.450,0.275,1026,54.3432
12.450,0.2,868,45.9746
12.450,0.325,1077,57.0445
12.450,0.350,1090,57.7331
12.450,0.375,1102,58.3686
12.450,0.3,1045,55.3496
12.450,0.425,1114,59.0042
12.450,0.45,1119,59.2691
12.450,0.475,1119,59.2691
12.450,0.4,1110,58.7924
12.450,0.5,1119,59.2691
12.500,0.025,782,41.4195
12.500,0.05,782,41.4195
12.500,0.075,825,43.697
12.500,0.125,825,43.697
12.500,0.150,825,43.697
12.500,0.175,864,45.7627
12.500,0.1,825,43.697
12.500,0.225,890,47.1398
12.500,0.25,911,48.2521
12.500,0.275,913,48.3581
12.500,0.2,869,46.0275
12.500,0.325,1039,55.0318
12.500,0.350,1043,55.2436
12.500,0.375,1081,57.2564
12.500,0.3,919,48.6758
12.500,0.425,1093,57.8919
12.500,0.45,1101,58.3157
12.500,0.475,1107,58.6335
12.500,0.4,1083,57.3623
12.500,0.5,1107,58.6335
12.550,0.025,772,40.8898
12.550,0.05,772,40.8898
12.550,0.075,819,43.3792
12.550,0.125,819,43.3792
12.550,0.150,819,43.3792
12.550,0.175,819,43.3792
12.550,0.1,819,43.3792
12.550,0.225,881,46.6631
12.550,0.25,986,52.2246
12.550,0.275,1006,53.2839
12.550,0.2,871,46.1335
12.550,0.325,1034,54.7669
12.550,0.350,1037,54.9258
12.550,0.375,1051,55.6674
12.550,0.3,1022,54.1314
12.550,0.425,1084,57.4153
12.550,0.45,1100,58.2627
12.550,0.475,1100,58.2627
12.550,0.4,1064,56.3559
12.550,0.5,1100,58.2627
12.600,0.025,803,42.5318
12.600,0.05,848,44.9153
12.600,0.075,849,44.9682
12.600,0.125,851,45.0742
12.600,0.150,851,45.0742
12.600,0.175,871,46.1335
12.600,0.1,849,44.9682
12.600,0.225,940,49.7881
12.600,0.25,944,50
12.600,0.275,949,50.2648
12.600,0.2,872,46.1864
12.600,0.325,1076,56.9915
12.600,0.350,1083,57.3623
12.600,0.375,1107,58.6335
12.600,0.3,1059,56.0911
12.600,0.425,1117,59.1631
12.600,0.45,1126,59.6398
12.600,0.475,1129,59.7987
12.600,0.4,1115,59.0572
12.600,0.5,1129,59.7987
12.650,0.025,793,42.0021
12.650,0.05,846,44.8093
12.650,0.075,847,44.8623
12.650,0.125,847,44.8623
12.650,0.150,847,44.8623
12.650,0.175,847,44.8623
12.650,0.1,847,44.8623
12.650,0.225,908,48.0932
12.650,0.25,909,48.1462
12.650,0.275,914,48.411
12.650,0.2,908,48.0932
12.650,0.325,1026,54.3432
12.650,0.350,1072,56.7797
12.650,0.375,1091,57.786
12.650,0.3,1016,53.8136
12.650,0.425,1107,58.6335
12.650,0.45,1111,58.8453
12.650,0.475,1114,59.0042
12.650,0.4,1094,57.9449
12.650,0.5,1114,59.0042
12.700,0.025,782,41.4195
12.700,0.05,782,41.4195
12.700,0.075,827,43.803
12.700,0.125,827,43.803
12.700,0.150,827,43.803
12.700,0.175,880,46.6102
12.700,0.1,827,43.803
12.700,0.225,884,46.822
12.700,0.25,884,46.822
12.700,0.275,884,46.822
12.700,0.2,884,46.822
12.700,0.325,1019,53.9725
12.700,0.350,1051,55.6674
12.700,0.375,1063,56.303
12.700,0.3,888,47.0339
12.700,0.425,1071,56.7267
12.700,0.45,1085,57.4682
12.700,0.475,1085,57.4682
12.700,0.4,1069,56.6208
12.700,0.5,1085,57.4682
12.750,0.025,783,41.4725
12.750,0.05,783,41.4725
12.750,0.075,834,44.1737
12.750,0.125,834,44.1737
12.750,0.150,834,44.1737
12.750,0.175,834,44.1737
12.750,0.1,834,44.1737
12.750,0.225,835,44.2267
12.750,0.25,835,44.2267
12.750,0.275,996,52.7542
12.750,0.2,835,44.2267
12.750,0.325,1057,55.9852
12.750,0.350,1066,56.4619
12.750,0.375,1066,56.4619
12.750,0.3,1026,54.3432
12.750,0.425,1080,57.2034
12.750,0.45,1087,57.5742
12.750,0.475,1090,57.7331
12.750,0.4,1078,57.0975
12.750,0.5,1093,57.8919
12.800,0.025,781,41.3665
12.800,0.05,830,43.9619
12.800,0.075,832,44.0678
12.800,0.125,832,44.0678
12.800,0.150,832,44.0678
12.800,0.175,868,45.9746
12.800,0.1,832,44.0678
12.800,0.225,895,47.4047
12.800,0.25,902,47.7754
12.800,0.275,908,48.0932
12.800,0.2,871,46.1335
12.800,0.325,1077,57.0445
12.800,0.350,1080,57.2034
12.800,0.375,1085,57.4682
12.800,0.3,1069,56.6208
12.800,0.425,1096,58.0508
12.800,0.45,1103,58.4216
12.800,0.475,1108,58.6864
12.800,0.4,1091,57.786
12.800,0.5,1117,59.1631
12.850,0.025,785,41.5784
12.850,0.05,836,44.2797
12.850,0.075,836,44.2797
12.850,0.125,841,44.5445
12.850,0.150,841,44.5445
12.850,0.175,882,46.7161
12.850,0.1,836,44.2797
12.850,0.225,876,46.3983
12.850,0.25,894,47.3517
12.850,0.275,1011,53.5487
12.850,0.2,883,46.7691
12.850,0.325,1048,55.5085
12.850,0.350,1073,56.8326
12.850,0.375,1073,56.8326
12.850,0.3,1023,54.1843
12.850,0.425,1101,58.3157
12.850,0.45,1114,59.0042
12.850,0.475,1119,59.2691
12.850,0.4,1086,57.5212
12.850,0.5,1119,59.2691
12.900,0.025,783,41.4725
12.900,0.05,783,41.4725
12.900,0.075,831,44.0148
12.900,0.125,847,44.8623
12.900,0.150,849,44.9682
12.900,0.175,849,44.9682
12.900,0.1,831,44.0148
12.900,0.225,918,48.6229
12.900,0.25,929,49.2055
12.900,0.275,1045,55.3496
12.900,0.2,850,45.0212
12.900,0.325,1053,55.7733
12.900,0.350,1062,56.25
12.900,0.375,1094,57.9449
12.900,0.3,1052,55.7203
12.900,0.425,1118,59.2161
12.900,0.45,1118,59.2161
12.900,0.475,1118,59.2161
12.900,0.4,1105,58.5275
12.900,0.5,1118,59.2161
12.950,0.025,794,42.0551
12.950,0.05,794,42.0551
12.950,0.075,841,44.5445
12.950,0.125,843,44.6504
12.950,0.150,843,44.6504
12.950,0.175,843,44.6504
12.950,0.1,841,44.5445
12.950,0.225,843,44.6504
12.950,0.25,846,44.8093
12.950,0.275,959,50.7945
12.950,0.2,843,44.6504
12.950,0.325,1019,53.9725
12.950,0.350,1037,54.9258
12.950,0.375,1059,56.0911
12.950,0.3,959,50.7945
12.950,0.425,1074,56.8856
12.950,0.45,1076,56.9915
12.950,0.475,1079,57.1504
12.950,0.4,1070,56.6737
12.950,0.5,1079,57.1504
13.000,0.025,794,42.0551
13.000,0.05,840,44.4915
13.000,0.075,842,44.5975
13.000,0.125,842,44.5975
13.000,0.150,842,44.5975
13.000,0.175,842,44.5975
13.000,0.1,842,44.5975
13.000,0.225,846,44.8093
13.000,0.25,985,52.1716
13.000,0.275,996,52.7542
13.000,0.2,845,44.7564
13.000,0.325,1051,55.6674
13.000,0.350,1073,56.8326
13.000,0.375,1086,57.5212
13.000,0.3,1015,53.7606
13.000,0.425,1095,57.9979
13.000,0.45,1100,58.2627
13.000,0.475,1104,58.4746
13.000,0.4,1091,57.786
13.000,0.5,1104,58.4746
13.050,0.025,789,41.7903
13.050,0.05,789,41.7903
13.050,0.075,835,44.2267
13.050,0.125,838,44.3856
13.050,0.150,850,45.0212
13.050,0.175,850,45.0212
13.050,0.1,838,44.3856
13.050,0.225,906,47.9873
13.050,0.25,909,48.1462
13.050,0.275,926,49.0466
13.050,0.2,850,45.0212
13.050,0.325,935,49.5233
13.050,0.350,1028,54.4492
13.050,0.375,1061,56.197
13.050,0.3,929,49.2055
13.050,0.425,1089,57.6801
13.050,0.45,1091,57.786
13.050,0.475,1100,58.2627
13.050,0.4,1061,56.197
13.050,0.5,1100,58.2627
13.100,0.025,780,41.3136
13.100,0.05,829,43.9089
13.100,0.075,829,43.9089
13.100,0.125,833,44.1208
13.100,0.150,833,44.1208
13.100,0.175,848,44.9153
13.100,0.1,829,43.9089
13.100,0.225,848,44.9153
13.100,0.25,979,51.8538
13.100,0.275,976,51.6949
13.100,0.2,848,44.9153
13.100,0.325,1032,54.661
13.100,0.350,1039,55.0318
13.100,0.375,1054,55.8263
13.100,0.3,1003,53.125
13.100,0.425,1092,57.839
13.100,0.45,1097,58.1038
13.100,0.475,1103,58.4216
13.100,0.4,1086,57.5212
13.100,0.5,1103,58.4216
13.150,0.025,787,41.6843
13.150,0.05,787,41.6843
13.150,0.075,787,41.6843
13.150,0.125,833,44.1208
13.150,0.150,854,45.2331
13.150,0.175,854,45.2331
13.150,0.1,833,44.1208
13.150,0.225,869,46.0275
13.150,0.25,907,48.0403
13.150,0.275,987,52.2775
13.150,0.2,867,45.9216
13.150,0.325,1018,53.9195
13.150,0.350,1060,56.1441
13.150,0.375,1062,56.25
13.150,0.3,1005,53.2309
13.150,0.425,1075,56.9386
13.150,0.45,1081,57.2564
13.150,0.475,1083,57.3623
13.150,0.4,1067,56.5148
13.150,0.5,1093,57.8919
13.200,0.025,791,41.8962
13.200,0.05,791,41.8962
13.200,0.075,835,44.2267
13.200,0.125,835,44.2267
13.200,0.150,835,44.2267
13.200,0.175,835,44.2267
13.200,0.1,835,44.2267
13.200,0.225,905,47.9343
13.200,0.25,907,48.0403
13.200,0.275,911,48.2521
13.200,0.2,905,47.9343
13.200,0.325,1079,57.1504
13.200,0.350,1081,57.2564
13.200,0.375,1099,58.2097
13.200,0.3,1075,56.9386
13.200,0.425,1119,59.2691
13.200,0.45,1128,59.7458
13.200,0.475,1128,59.7458
13.200,0.4,1112,58.8983
13.200,0.5,1132,59.9576
13.250,0.025,788,41.7373
13.250,0.05,838,44.3856
13.250,0.075,838,44.3856
13.250,0.125,838,44.3856
13.250,0.150,846,44.8093
13.250,0.175,846,44.8093
13.250,0.1,838,44.3856
13.250,0.225,918,48.6229
13.250,0.25,1005,53.2309
13.250,0.275,1044,55.2966
13.250,0.2,851,45.0742
13.250,0.325,1060,56.1441
13.250,0.350,1059,56.0911
13.250,0.375,1063,56.303
13.250,0.3,1057,55.9852
13.250,0.425,1096,58.0508
13.250,0.45,1105,58.5275
13.250,0.475,1107,58.6335
13.250,0.4,1092,57.839
13.250,0.5,1107,58.6335
13.300,0.025,780,41.3136
13.300,0.05,831,44.0148
13.300,0.075,833,44.1208
13.300,0.125,833,44.1208
13.300,0.150,833,44.1208
13.300,0.175,833,44.1208
13.300,0.1,833,44.1208
13.300,0.225,886,46.928
13.300,0.25,902,47.7754
13.300,0.275,991,52.4894
13.300,0.2,833,44.1208
13.300,0.325,1047,55.4555
13.300,0.350,1059,56.0911
13.300,0.375,1067,56.5148
13.300,0.3,1044,55.2966
13.300,0.425,1087,57.5742
13.300,0.45,1095,57.9979
13.300,0.475,1095,57.9979
13.300,0.4,1075,56.9386
13.300,0.5,1097,58.1038
13.350,0.025,776,41.1017
13.350,0.05,820,43.4322
13.350,0.075,824,43.6441
13.350,0.125,845,44.7564
13.350,0.150,845,44.7564
13.350,0.175,851,45.0742
13.350,0.1,841,44.5445
13.350,0.225,855,45.286
13.350,0.25,856,45.339
13.350,0.275,1015,53.7606
13.350,0.2,854,45.2331
13.350,0.325,1062,56.25
13.350,0.350,1077,57.0445
13.350,0.375,1077,57.0445
13.350,0.3,1055,55.8792
13.350,0.425,1086,57.5212
13.350,0.45,1100,58.2627
