noise_percentage,confidence_factor,correctly_classified,accuracy
20.050,0.075,767,40.625
20.050,0.125,767,40.625
20.050,0.150,767,40.625
20.050,0.175,788,41.7373
20.050,0.1,767,40.625
20.050,0.225,860,45.5508
20.050,0.25,864,45.7627
20.050,0.275,864,45.7627
20.050,0.2,788,41.7373
20.050,0.325,988,52.3305
20.050,0.350,1014,53.7076
20.050,0.375,1014,53.7076
20.050,0.3,974,51.589
20.050,0.425,1027,54.3962
20.050,0.45,1035,54.8199
20.050,0.475,1035,54.8199
20.050,0.4,1016,53.8136
20.050,0.5,1035,54.8199
20.100,0.025,729,38.6123
20.100,0.05,776,41.1017
20.100,0.075,776,41.1017
20.100,0.125,802,42.4788
20.100,0.150,802,42.4788
20.100,0.175,802,42.4788
20.100,0.1,802,42.4788
20.100,0.225,857,45.3919
20.100,0.25,894,47.3517
20.100,0.275,992,52.5424
20.100,0.2,808,42.7966
20.100,0.325,1011,53.5487
20.100,0.350,1033,54.714
20.100,0.375,1046,55.4025
20.100,0.3,1001,53.0191
20.100,0.425,1064,56.3559
20.100,0.45,1064,56.3559
20.100,0.475,1064,56.3559
20.100,0.4,1048,55.5085
20.100,0.5,1064,56.3559
20.150,0.025,725,38.4004
20.150,0.05,776,41.1017
20.150,0.075,777,41.1547
20.150,0.125,795,42.1081
20.150,0.150,795,42.1081
20.150,0.175,795,42.1081
20.150,0.1,777,41.1547
20.150,0.225,857,45.3919
20.150,0.25,865,45.8157
20.150,0.275,876,46.3983
20.150,0.2,795,42.1081
20.150,0.325,981,51.9597
20.150,0.350,981,51.9597
20.150,0.375,1000,52.9661
20.150,0.3,973,51.536
20.150,0.425,1052,55.7203
20.150,0.45,1056,55.9322
20.150,0.475,1059,56.0911
20.150,0.4,1043,55.2436
20.150,0.5,1059,56.0911
20.200,0.025,706,37.3941
20.200,0.05,706,37.3941
20.200,0.075,755,39.9894
20.200,0.125,758,40.1483
20.200,0.150,758,40.1483
20.200,0.175,814,43.1144
20.200,0.1,758,40.1483
20.200,0.225,821,43.4852
20.200,0.25,831,44.0148
20.200,0.275,977,51.7479
20.200,0.2,817,43.2733
20.200,0.325,1004,53.178
20.200,0.350,1011,53.5487
20.200,0.375,1027,54.3962
20.200,0.3,995,52.7013
20.200,0.425,1048,55.5085
20.200,0.45,1058,56.0381
20.200,0.475,1069,56.6208
20.200,0.4,1041,55.1377
20.200,0.5,1069,56.6208
20.250,0.025,725,38.4004
20.250,0.05,772,40.8898
20.250,0.075,775,41.0487
20.250,0.125,777,41.1547
20.250,0.150,777,41.1547
20.250,0.175,790,41.8432
20.250,0.1,777,41.1547
20.250,0.225,790,41.8432
20.250,0.25,839,44.4386
20.250,0.275,844,44.7034
20.250,0.2,790,41.8432
20.250,0.325,965,51.1123
20.250,0.350,981,51.9597
20.250,0.375,1018,53.9195
20.250,0.3,957,50.6886
20.250,0.425,1047,55.4555
20.250,0.45,1055,55.8792
20.250,0.475,1062,56.25
20.250,0.4,1022,54.1314
20.250,0.5,1062,56.25
20.300,0.025,735,38.9301
20.300,0.05,782,41.4195
20.300,0.075,784,41.5254
20.300,0.125,784,41.5254
20.300,0.150,784,41.5254
20.300,0.175,822,43.5381
20.300,0.1,784,41.5254
20.300,0.225,852,45.1271
20.300,0.25,857,45.3919
20.300,0.275,858,45.4449
20.300,0.2,828,43.8559
20.300,0.325,988,52.3305
20.300,0.350,994,52.6483
20.300,0.375,1023,54.1843
20.300,0.3,914,48.411
20.300,0.425,1046,55.4025
20.300,0.45,1053,55.7733
20.300,0.475,1058,56.0381
20.300,0.4,1044,55.2966
20.300,0.5,1058,56.0381
20.350,0.025,717,37.9767
20.350,0.05,717,37.9767
20.350,0.075,761,40.3072
20.350,0.125,761,40.3072
20.350,0.150,765,40.5191
20.350,0.175,765,40.5191
20.350,0.1,761,40.3072
20.350,0.225,942,49.8941
20.350,0.25,947,50.1589
20.350,0.275,956,50.6356
20.350,0.2,832,44.0678
20.350,0.325,1002,53.072
20.350,0.350,1012,53.6017
20.350,0.375,1016,53.8136
20.350,0.3,997,52.8072
20.350,0.425,1045,55.3496
20.350,0.45,1047,55.4555
20.350,0.475,1053,55.7733
20.350,0.4,1031,54.6081
20.350,0.5,1053,55.7733
20.400,0.025,728,38.5593
20.400,0.05,728,38.5593
20.400,0.075,728,38.5593
20.400,0.125,772,40.8898
20.400,0.150,772,40.8898
20.400,0.175,772,40.8898
20.400,0.1,772,40.8898
20.400,0.225,840,44.4915
20.400,0.25,878,46.5042
20.400,0.275,878,46.5042
20.400,0.2,833,44.1208
20.400,0.325,982,52.0127
20.400,0.350,996,52.7542
20.400,0.375,997,52.8072
20.400,0.3,954,50.5297
20.400,0.425,1019,53.9725
20.400,0.45,1042,55.1907
20.400,0.475,1042,55.1907
20.400,0.4,1004,53.178
20.400,0.5,1042,55.1907
20.450,0.025,713,37.7648
20.450,0.05,713,37.7648
20.450,0.075,763,40.4131
20.450,0.125,763,40.4131
20.450,0.150,765,40.5191
20.450,0.175,765,40.5191
20.450,0.1,763,40.4131
20.450,0.225,828,43.8559
20.450,0.25,892,47.2458
20.450,0.275,898,47.5636
20.450,0.2,823,43.5911
20.450,0.325,1004,53.178
20.450,0.350,1027,54.3962
20.450,0.375,1035,54.8199
20.450,0.3,970,51.3771
20.450,0.425,1059,56.0911
20.450,0.45,1065,56.4089
20.450,0.475,1071,56.7267
20.450,0.4,1043,55.2436
20.450,0.5,1078,57.0975
20.500,0.025,715,37.8708
20.500,0.05,765,40.5191
20.500,0.075,766,40.572
20.500,0.125,766,40.572
20.500,0.150,807,42.7436
20.500,0.175,832,44.0678
20.500,0.1,766,40.572
20.500,0.225,838,44.3856
20.500,0.25,843,44.6504
20.500,0.275,929,49.2055
20.500,0.2,832,44.0678
20.500,0.325,953,50.4767
20.500,0.350,1007,53.3369
20.500,0.375,1015,53.7606
20.500,0.3,950,50.3178
20.500,0.425,1041,55.1377
20.500,0.45,1041,55.1377
20.500,0.475,1047,55.4555
20.500,0.4,1027,54.3962
20.500,0.5,1047,55.4555
20.550,0.025,725,38.4004
20.550,0.05,725,38.4004
20.550,0.075,770,40.7839
20.550,0.125,770,40.7839
20.550,0.150,770,40.7839
20.550,0.175,786,41.6314
20.550,0.1,770,40.7839
20.550,0.225,864,45.7627
20.550,0.25,869,46.0275
20.550,0.275,872,46.1864
20.550,0.2,786,41.6314
20.550,0.325,976,51.6949
20.550,0.350,1009,53.4428
20.550,0.375,1028,54.4492
20.550,0.3,966,51.1653
20.550,0.425,1052,55.7203
20.550,0.45,1059,56.0911
20.550,0.475,1059,56.0911
20.550,0.4,1037,54.9258
20.550,0.5,1059,56.0911
20.600,0.025,722,38.2415
20.600,0.05,722,38.2415
20.600,0.075,722,38.2415
20.600,0.125,772,40.8898
20.600,0.150,772,40.8898
20.600,0.175,772,40.8898
20.600,0.1,766,40.572
20.600,0.225,813,43.0614
20.600,0.25,836,44.2797
20.600,0.275,942,49.8941
20.600,0.2,812,43.0085
20.600,0.325,970,51.3771
20.600,0.350,1004,53.178
20.600,0.375,1025,54.2903
20.600,0.3,952,50.4237
20.600,0.425,1046,55.4025
20.600,0.45,1061,56.197
20.600,0.475,1062,56.25
20.600,0.4,1040,55.0847
20.600,0.5,1067,56.5148
20.650,0.025,712,37.7119
20.650,0.05,759,40.2013
20.650,0.075,760,40.2542
20.650,0.125,761,40.3072
20.650,0.150,761,40.3072
20.650,0.175,764,40.4661
20.650,0.1,761,40.3072
20.650,0.225,818,43.3263
20.650,0.25,829,43.9089
20.650,0.275,950,50.3178
20.650,0.2,764,40.4661
20.650,0.325,993,52.5953
20.650,0.350,1005,53.2309
20.650,0.375,1011,53.5487
20.650,0.3,988,52.3305
20.650,0.425,1029,54.5021
20.650,0.45,1039,55.0318
20.650,0.475,1045,55.3496
20.650,0.4,1018,53.9195
20.650,0.5,1045,55.3496
20.700,0.025,727,38.5064
20.700,0.05,727,38.5064
20.700,0.075,727,38.5064
20.700,0.125,781,41.3665
20.700,0.150,781,41.3665
20.700,0.175,781,41.3665
20.700,0.1,771,40.8369
20.700,0.225,782,41.4195
20.700,0.25,783,41.4725
20.700,0.275,783,41.4725
20.700,0.2,782,41.4195
20.700,0.325,980,51.9068
20.700,0.350,1008,53.3898
20.700,0.375,1017,53.8665
20.700,0.3,899,47.6165
20.700,0.425,1048,55.5085
20.700,0.45,1050,55.6144
20.700,0.475,1050,55.6144
20.700,0.4,1022,54.1314
20.700,0.5,1050,55.6144
20.750,0.025,731,38.7182
20.750,0.05,731,38.7182
20.750,0.075,774,40.9958
20.750,0.125,782,41.4195
20.750,0.150,782,41.4195
20.750,0.175,847,44.8623
20.750,0.1,779,41.2606
20.750,0.225,848,44.9153
20.750,0.25,853,45.1801
20.750,0.275,858,45.4449
20.750,0.2,848,44.9153
20.750,0.325,996,52.7542
20.750,0.350,994,52.6483
20.750,0.375,1000,52.9661
20.750,0.3,873,46.2394
20.750,0.425,1056,55.9322
20.750,0.45,1058,56.0381
20.750,0.475,1058,56.0381
20.750,0.4,1050,55.6144
20.750,0.5,1058,56.0381
20.800,0.025,735,38.9301
20.800,0.05,735,38.9301
20.800,0.075,781,41.3665
20.800,0.125,783,41.4725
20.800,0.150,783,41.4725
20.800,0.175,783,41.4725
20.800,0.1,783,41.4725
20.800,0.225,833,44.1208
20.800,0.25,930,49.2585
20.800,0.275,946,50.1059
20.800,0.2,783,41.4725
20.800,0.325,994,52.6483
20.800,0.350,994,52.6483
20.800,0.375,1039,55.0318
20.800,0.3,970,51.3771
20.800,0.425,1058,56.0381
20.800,0.45,1064,56.3559
20.800,0.475,1064,56.3559
20.800,0.4,1052,55.7203
20.800,0.5,1064,56.3559
20.850,0.025,695,36.8114
20.850,0.05,695,36.8114
20.850,0.075,744,39.4068
20.850,0.125,748,39.6186
20.850,0.150,799,42.3199
20.850,0.175,826,43.75
20.850,0.1,748,39.6186
20.850,0.225,832,44.0678
20.850,0.25,833,44.1208
20.850,0.275,973,51.536
20.850,0.2,829,43.9089
20.850,0.325,991,52.4894
20.850,0.350,992,52.5424
20.850,0.375,1012,53.6017
20.850,0.3,990,52.4364
20.850,0.425,1036,54.8729
20.850,0.45,1048,55.5085
20.850,0.475,1048,55.5085
20.850,0.4,1016,53.8136
20.850,0.5,1052,55.7203
20.900,0.025,726,38.4534
20.900,0.05,776,41.1017
20.900,0.075,778,41.2076
20.900,0.125,782,41.4195
20.900,0.150,798,42.2669
20.900,0.175,798,42.2669
20.900,0.1,778,41.2076
20.900,0.225,798,42.2669
20.900,0.25,869,46.0275
20.900,0.275,873,46.2394
20.900,0.2,798,42.2669
20.900,0.325,960,50.8475
20.900,0.350,1000,52.9661
20.900,0.375,1005,53.2309
20.900,0.3,873,46.2394
20.900,0.425,1043,55.2436
20.900,0.45,1045,55.3496
20.900,0.475,1060,56.1441
20.900,0.4,1041,55.1377
20.900,0.5,1060,56.1441
20.950,0.025,714,37.8178
20.950,0.05,714,37.8178
20.950,0.075,714,37.8178
20.950,0.125,762,40.3602
20.950,0.150,762,40.3602
20.950,0.175,762,40.3602
20.950,0.1,760,40.2542
20.950,0.225,845,44.7564
20.950,0.25,845,44.7564
20.950,0.275,848,44.9153
20.950,0.2,842,44.5975
20.950,0.325,997,52.8072
20.950,0.350,1034,54.7669
20.950,0.375,1039,55.0318
20.950,0.3,988,52.3305
20.950,0.425,1062,56.25
20.950,0.45,1066,56.4619
20.950,0.475,1066,56.4619
20.950,0.4,1044,55.2966
20.950,0.5,1066,56.4619
21.000,0.025,704,37.2881
21.000,0.05,704,37.2881
21.000,0.075,748,39.6186
21.000,0.125,754,39.9364
21.000,0.150,754,39.9364
21.000,0.175,754,39.9364
21.000,0.1,748,39.6186
21.000,0.225,814,43.1144
21.000,0.25,817,43.2733
21.000,0.275,939,49.7352
21.000,0.2,809,42.8496
21.000,0.325,971,51.4301
21.000,0.350,999,52.9131
21.000,0.375,1017,53.8665
21.000,0.3,946,50.1059
21.000,0.425,1060,56.1441
21.000,0.45,1066,56.4619
21.000,0.475,1066,56.4619
21.000,0.4,1029,54.5021
21.000,0.5,1066,56.4619
21.050,0.025,716,37.9237
21.050,0.05,716,37.9237
21.050,0.075,763,40.4131
21.050,0.125,764,40.4661
21.050,0.150,786,41.6314
21.050,0.175,786,41.6314
21.050,0.1,764,40.4661
21.050,0.225,858,45.4449
21.050,0.25,859,45.4979
21.050,0.275,1003,53.125
21.050,0.2,786,41.6314
21.050,0.325,1027,54.3962
21.050,0.350,1029,54.5021
21.050,0.375,1035,54.8199
21.050,0.3,1016,53.8136
21.050,0.425,1052,55.7203
21.050,0.45,1068,56.5678
21.050,0.475,1074,56.8856
21.050,0.4,1047,55.4555
21.050,0.5,1074,56.8856
21.100,0.025,709,37.553
21.100,0.05,709,37.553
21.100,0.075,755,39.9894
21.100,0.125,758,40.1483
21.100,0.150,758,40.1483
21.100,0.175,763,40.4131
21.100,0.1,758,40.1483
21.100,0.225,809,42.8496
21.100,0.25,828,43.8559
21.100,0.275,958,50.7415
21.100,0.2,805,42.6377
21.100,0.325,1019,53.9725
21.100,0.350,1023,54.1843
21.100,0.375,1025,54.2903
21.100,0.3,992,52.5424
21.100,0.425,1042,55.1907
21.100,0.45,1051,55.6674
21.100,0.475,1051,55.6674
21.100,0.4,1034,54.7669
21.100,0.5,1054,55.8263
21.150,0.025,701,37.1292
21.150,0.05,747,39.5657
21.150,0.075,747,39.5657
21.150,0.125,747,39.5657
21.150,0.150,767,40.625
21.150,0.175,767,40.625
21.150,0.1,747,39.5657
21.150,0.225,822,43.5381
21.150,0.25,824,43.6441
21.150,0.275,956,50.6356
21.150,0.2,784,41.5254
21.150,0.325,1004,53.178
21.150,0.350,1037,54.9258
21.150,0.375,1040,55.0847
21.150,0.3,979,51.8538
21.150,0.425,1059,56.0911
21.150,0.45,1061,56.197
21.150,0.475,1061,56.197
21.150,0.4,1047,55.4555
21.150,0.5,1061,56.197
21.200,0.025,731,38.7182
21.200,0.05,731,38.7182
21.200,0.075,731,38.7182
21.200,0.125,773,40.9428
21.200,0.150,773,40.9428
21.200,0.175,773,40.9428
21.200,0.1,773,40.9428
21.200,0.225,817,43.2733
21.200,0.25,824,43.6441
21.200,0.275,904,47.8814
21.200,0.2,773,40.9428
21.200,0.325,1004,53.178
21.200,0.350,1018,53.9195
21.200,0.375,1022,54.1314
21.200,0.3,972,51.4831
21.200,0.425,1048,55.5085
21.200,0.45,1057,55.9852
21.200,0.475,1059,56.0911
21.200,0.4,1030,54.5551
21.200,0.5,1062,56.25
21.250,0.025,714,37.8178
21.250,0.05,714,37.8178
21.250,0.075,714,37.8178
21.250,0.125,775,41.0487
21.250,0.150,775,41.0487
21.250,0.175,804,42.5847
21.250,0.1,757,40.0953
21.250,0.225,813,43.0614
21.250,0.25,841,44.5445
21.250,0.275,846,44.8093
21.250,0.2,804,42.5847
21.250,0.325,988,52.3305
21.250,0.350,998,52.8602
21.250,0.375,998,52.8602
21.250,0.3,960,50.8475
21.250,0.425,1024,54.2373
21.250,0.45,1044,55.2966
21.250,0.475,1047,55.4555
21.250,0.4,1010,53.4958
21.250,0.5,1052,55.7203
21.300,0.025,733,38.8242
21.300,0.05,777,41.1547
21.300,0.075,777,41.1547
21.300,0.125,777,41.1547
21.300,0.150,782,41.4195
21.300,0.175,782,41.4195
21.300,0.1,777,41.1547
21.300,0.225,885,46.875
21.300,0.25,894,47.3517
21.300,0.275,909,48.1462
21.300,0.2,832,44.0678
21.300,0.325,1027,54.3962
21.300,0.350,1032,54.661
21.300,0.375,1053,55.7733
21.300,0.3,1001,53.0191
21.300,0.425,1063,56.303
21.300,0.45,1069,56.6208
21.300,0.475,1079,57.1504
21.300,0.4,1056,55.9322
21.300,0.5,1079,57.1504
21.350,0.025,718,38.0297
21.350,0.05,718,38.0297
21.350,0.075,761,40.3072
21.350,0.125,761,40.3072
21.350,0.150,761,40.3072
21.350,0.175,761,40.3072
21.350,0.1,761,40.3072
21.350,0.225,799,42.3199
21.350,0.25,848,44.9153
21.350,0.275,879,46.5572
21.350,0.2,762,40.3602
21.350,0.325,944,50
21.350,0.350,977,51.7479
21.350,0.375,1006,53.2839
21.350,0.3,934,49.4703
21.350,0.425,1023,54.1843
21.350,0.45,1025,54.2903
21.350,0.475,1031,54.6081
21.350,0.4,1015,53.7606
21.350,0.5,1031,54.6081
21.400,0.025,707,37.447
21.400,0.05,755,39.9894
21.400,0.075,755,39.9894
21.400,0.125,761,40.3072
21.400,0.150,761,40.3072
21.400,0.175,761,40.3072
21.400,0.1,756,40.0424
21.400,0.225,827,43.803
21.400,0.25,832,44.0678
21.400,0.275,983,52.0657
21.400,0.2,803,42.5318
21.400,0.325,998,52.8602
21.400,0.350,1001,53.0191
21.400,0.375,1020,54.0254
21.400,0.3,997,52.8072
21.400,0.425,1045,55.3496
21.400,0.45,1047,55.4555
21.400,0.475,1047,55.4555
21.400,0.4,1039,55.0318
21.400,0.5,1047,55.4555
21.450,0.025,724,38.3475
21.450,0.05,724,38.3475
21.450,0.075,724,38.3475
21.450,0.125,768,40.678
21.450,0.150,777,41.1547
21.450,0.175,768,40.678
21.450,0.1,766,40.572
21.450,0.225,868,45.9746
21.450,0.25,869,46.0275
21.450,0.275,884,46.822
21.450,0.2,857,45.3919
21.450,0.325,1010,53.4958
21.450,0.350,1015,53.7606
21.450,0.375,1022,54.1314
21.450,0.3,1007,53.3369
21.450,0.425,1040,55.0847
21.450,0.45,1044,55.2966
21.450,0.475,1053,55.7733
21.450,0.4,1033,54.714
21.450,0.5,1057,55.9852
21.500,0.025,702,37.1822
21.500,0.05,702,37.1822
21.500,0.075,702,37.1822
21.500,0.125,744,39.4068
21.500,0.150,744,39.4068
21.500,0.175,744,39.4068
21.500,0.1,744,39.4068
21.500,0.225,759,40.2013
21.500,0.25,827,43.803
21.500,0.275,964,51.0593
21.500,0.2,744,39.4068
21.500,0.325,984,52.1186
21.500,0.350,996,52.7542
21.500,0.375,1011,53.5487
21.500,0.3,967,51.2182
21.500,0.425,1030,54.5551
21.500,0.45,1035,54.8199
21.500,0.475,1035,54.8199
21.500,0.4,1022,54.1314
21.500,0.5,1035,54.8199
21.550,0.025,700,37.0763
21.550,0.05,700,37.0763
21.550,0.075,745,39.4597
21.550,0.125,750,39.7246
21.550,0.150,751,39.7775
21.550,0.175,751,39.7775
21.550,0.1,750,39.7246
21.550,0.225,924,48.9407
21.550,0.25,938,49.6822
21.550,0.275,941,49.8411
21.550,0.2,751,39.7775
21.550,0.325,972,51.4831
21.550,0.350,975,51.6419
21.550,0.375,995,52.7013
21.550,0.3,946,50.1059
21.550,0.425,1010,53.4958
21.550,0.45,1025,54.2903
21.550,0.475,1041,55.1377
21.550,0.4,1003,53.125
21.550,0.5,1041,55.1377
21.600,0.025,714,37.8178
21.600,0.05,714,37.8178
21.600,0.075,755,39.9894
21.600,0.125,780,41.3136
21.600,0.150,837,44.3326
21.600,0.175,837,44.3326
21.600,0.1,778,41.2076
21.600,0.225,845,44.7564
21.600,0.25,850,45.0212
21.600,0.275,927,49.0996
21.600,0.2,840,44.4915
21.600,0.325,1003,53.125
21.600,0.350,1009,53.4428
21.600,0.375,1025,54.2903
21.600,0.3,951,50.3708
21.600,0.425,1040,55.0847
21.600,0.45,1055,55.8792
21.600,0.475,1060,56.1441
21.600,0.4,1036,54.8729
21.600,0.5,1060,56.1441
21.650,0.025,733,38.8242
21.650,0.05,733,38.8242
21.650,0.075,733,38.8242
21.650,0.125,771,40.8369
21.650,0.150,771,40.8369
21.650,0.175,771,40.8369
21.650,0.1,733,38.8242
21.650,0.225,774,40.9958
21.650,0.25,774,40.9958
21.650,0.275,910,48.1992
21.650,0.2,771,40.8369
21.650,0.325,978,51.8008
21.650,0.350,996,52.7542
21.650,0.375,1011,53.5487
21.650,0.3,960,50.8475
21.650,0.425,1022,54.1314
21.650,0.45,1028,54.4492
21.650,0.475,1031,54.6081
21.650,0.4,1017,53.8665
21.650,0.5,1031,54.6081
21.700,0.025,716,37.9237
21.700,0.05,716,37.9237
21.700,0.075,716,37.9237
21.700,0.125,767,40.625
21.700,0.150,767,40.625
21.700,0.175,767,40.625
21.700,0.1,767,40.625
21.700,0.225,768,40.678
21.700,0.25,851,45.0742
21.700,0.275,868,45.9746
21.700,0.2,768,40.678
21.700,0.325,987,52.2775
21.700,0.350,1011,53.5487
21.700,0.375,1014,53.7076
21.700,0.3,868,45.9746
21.700,0.425,1059,56.0911
21.700,0.45,1064,56.3559
21.700,0.475,1064,56.3559
21.700,0.4,1053,55.7733
21.700,0.5,1064,56.3559
21.750,0.025,723,38.2945
21.750,0.05,723,38.2945
21.750,0.075,723,38.2945
21.750,0.125,761,40.3072
21.750,0.150,761,40.3072
21.750,0.175,764,40.4661
21.750,0.1,723,38.2945
21.750,0.225,797,42.214
21.750,0.25,865,45.8157
21.750,0.275,900,47.6695
21.750,0.2,764,40.4661
21.750,0.325,970,51.3771
21.750,0.350,997,52.8072
21.750,0.375,1008,53.3898
21.750,0.3,907,48.0403
21.750,0.425,1020,54.0254
21.750,0.45,1024,54.2373
21.750,0.475,1034,54.7669
21.750,0.4,1016,53.8136
21.750,0.5,1034,54.7669
21.800,0.025,719,38.0826
21.800,0.05,719,38.0826
21.800,0.075,770,40.7839
21.800,0.125,771,40.8369
21.800,0.150,771,40.8369
21.800,0.175,771,40.8369
21.800,0.1,771,40.8369
21.800,0.225,827,43.803
21.800,0.25,856,45.339
21.800,0.275,951,50.3708
21.800,0.2,774,40.9958
21.800,0.325,989,52.3835
21.800,0.350,1008,53.3898
21.800,0.375,1020,54.0254
21.800,0.3,959,50.7945
21.800,0.425,1049,55.5614
21.800,0.45,1055,55.8792
21.800,0.475,1059,56.0911
21.800,0.4,1038,54.9788
21.800,0.5,1059,56.0911
21.850,0.025,692,36.6525
21.850,0.05,692,36.6525
21.850,0.075,692,36.6525
21.850,0.125,749,39.6716
21.850,0.150,749,39.6716
21.850,0.175,751,39.7775
21.850,0.1,749,39.6716
21.850,0.225,815,43.1674
21.850,0.25,833,44.1208
21.850,0.275,972,51.4831
21.850,0.2,753,39.8835
21.850,0.325,982,52.0127
21.850,0.350,984,52.1186
21.850,0.375,1010,53.4958
21.850,0.3,983,52.0657
21.850,0.425,1036,54.8729
21.850,0.45,1038,54.9788
21.850,0.475,1038,54.9788
21.850,0.4,1023,54.1843
21.850,0.5,1038,54.9788
21.900,0.025,717,37.9767
21.900,0.05,717,37.9767
21.900,0.075,762,40.3602
21.900,0.125,762,40.3602
21.900,0.150,765,40.5191
21.900,0.175,765,40.5191
21.900,0.1,762,40.3602
21.900,0.225,766,40.572
21.900,0.25,766,40.572
21.900,0.275,930,49.2585
21.900,0.2,765,40.5191
21.900,0.325,975,51.6419
21.900,0.350,985,52.1716
21.900,0.375,992,52.5424
21.900,0.3,963,51.0064
21.900,0.425,1017,53.8665
21.900,0.45,1018,53.9195
21.900,0.475,1027,54.3962
21.900,0.4,1000,52.9661
21.900,0.5,1027,54.3962
21.950,0.025,714,37.8178
21.950,0.05,714,37.8178
21.950,0.075,714,37.8178
21.950,0.125,758,40.1483
21.950,0.150,758,40.1483
21.950,0.175,777,41.1547
21.950,0.1,714,37.8178
21.950,0.225,823,43.5911
21.950,0.25,831,44.0148
21.950,0.275,993,52.5953
21.950,0.2,777,41.1547
21.950,0.325,1013,53.6547
21.950,0.350,1015,53.7606
21.950,0.375,1026,54.3432
21.950,0.3,1005,53.2309
21.950,0.425,1055,55.8792
21.950,0.45,1061,56.197
21.950,0.475,1069,56.6208
21.950,0.4,1042,55.1907
21.950,0.5,1069,56.6208
22.000,0.025,706,37.3941
22.000,0.05,706,37.3941
22.000,0.075,755,39.9894
22.000,0.125,755,39.9894
22.000,0.150,755,39.9894
22.000,0.175,756,40.0424
22.000,0.1,755,39.9894
22.000,0.225,905,47.9343
22.000,0.25,913,48.3581
22.000,0.275,921,48.7818
22.000,0.2,758,40.1483
22.000,0.325,958,50.7415
22.000,0.350,1003,53.125
22.000,0.375,1009,53.4428
22.000,0.3,951,50.3708
22.000,0.425,1030,54.5551
22.000,0.45,1039,55.0318
22.000,0.475,1039,55.0318
22.000,0.4,1021,54.0784
22.000,0.5,1039,55.0318
22.050,0.025,696,36.8644
22.050,0.05,696,36.8644
22.050,0.075,696,36.8644
22.050,0.125,740,39.1949
22.050,0.150,745,39.4597
22.050,0.175,753,39.8835
22.050,0.1,740,39.1949
22.050,0.225,831,44.0148
22.050,0.25,832,44.0678
22.050,0.275,839,44.4386
22.050,0.2,753,39.8835
22.050,0.325,995,52.7013
22.050,0.350,1034,54.7669
22.050,0.375,1041,55.1377
22.050,0.3,985,52.1716
22.050,0.425,1043,55.2436
22.050,0.45,1045,55.3496
22.050,0.475,1045,55.3496
22.050,0.4,1043,55.2436
22.050,0.5,1045,55.3496
22.100,0.025,710,37.6059
22.100,0.05,710,37.6059
22.100,0.075,766,40.572
22.100,0.125,772,40.8898
22.100,0.150,772,40.8898
22.100,0.175,772,40.8898
22.100,0.1,772,40.8898
22.100,0.225,772,40.8898
22.100,0.25,855,45.286
22.100,0.275,891,47.1928
22.100,0.2,772,40.8898
22.100,0.325,1023,54.1843
22.100,0.350,1025,54.2903
22.100,0.375,1039,55.0318
22.100,0.3,984,52.1186
22.100,0.425,1058,56.0381
22.100,0.45,1062,56.25
22.100,0.475,1062,56.25
22.100,0.4,1054,55.8263
22.100,0.5,1062,56.25
22.150,0.025,714,37.8178
22.150,0.05,714,37.8178
22.150,0.075,761,40.3072
22.150,0.125,766,40.572
22.150,0.150,766,40.572
22.150,0.175,766,40.572
22.150,0.1,766,40.572
22.150,0.225,826,43.75
22.150,0.25,830,43.9619
22.150,0.275,936,49.5763
22.150,0.2,821,43.4852
22.150,0.325,954,50.5297
22.150,0.350,996,52.7542
22.150,0.375,999,52.9131
22.150,0.3,942,49.8941
22.150,0.425,1022,54.1314
22.150,0.45,1034,54.7669
22.150,0.475,1039,55.0318
22.150,0.4,1016,53.8136
22.150,0.5,1042,55.1907
22.200,0.025,725,38.4004
22.200,0.05,725,38.4004
22.200,0.075,725,38.4004
22.200,0.125,725,38.4004
22.200,0.150,763,40.4131
22.200,0.175,775,41.0487
22.200,0.1,725,38.4004
22.200,0.225,779,41.2606
22.200,0.25,779,41.2606
22.200,0.275,852,45.1271
22.200,0.2,775,41.0487
22.200,0.325,964,51.0593
22.200,0.350,1006,53.2839
22.200,0.375,1008,53.3898
22.200,0.3,962,50.9534
22.200,0.425,1017,53.8665
22.200,0.45,1022,54.1314
22.200,0.475,1031,54.6081
22.200,0.4,1011,53.5487
22.200,0.5,1031,54.6081
22.250,0.025,708,37.5
22.250,0.05,708,37.5
22.250,0.075,750,39.7246
22.250,0.125,750,39.7246
22.250,0.150,757,40.0953
22.250,0.175,757,40.0953
22.250,0.1,754,39.9364
22.250,0.225,860,45.5508
22.250,0.25,860,45.5508
22.250,0.275,896,47.4576
22.250,0.2,846,44.8093
22.250,0.325,993,52.5953
22.250,0.350,1007,53.3369
22.250,0.375,1016,53.8136
22.250,0.3,980,51.9068
22.250,0.425,1039,55.0318
22.250,0.45,1041,55.1377
22.250,0.475,1046,55.4025
22.250,0.4,1033,54.714
22.250,0.5,1046,55.4025
22.300,0.025,729,38.6123
22.300,0.05,729,38.6123
22.300,0.075,729,38.6123
22.300,0.125,776,41.1017
22.300,0.150,776,41.1017
22.300,0.175,776,41.1017
22.300,0.1,773,40.9428
22.300,0.225,889,47.0869
22.300,0.25,904,47.8814
22.300,0.275,912,48.3051
22.300,0.2,888,47.0339
22.300,0.325,1004,53.178
22.300,0.350,1039,55.0318
22.300,0.375,1055,55.8792
22.300,0.3,914,48.411
22.300,0.425,1076,56.9915
22.300,0.45,1079,57.1504
