noise_percentage,confidence_factor,size_of_the_tree
04.450,0.125,38
04.450,0.150,41
04.450,0.175,98
04.450,0.1,38
04.450,0.225,106
04.450,0.25,145
04.450,0.275,147
04.450,0.2,102
04.450,0.325,416
04.450,0.350,425
04.450,0.375,425
04.450,0.3,320
04.450,0.425,506
04.450,0.45,545
04.450,0.475,578
04.450,0.4,453
04.450,0.5,578
04.500,0.025,1
04.500,0.05,34
04.500,0.075,43
04.500,0.125,43
04.500,0.150,43
04.500,0.175,43
04.500,0.1,43
04.500,0.225,147
04.500,0.25,185
04.500,0.275,150
04.500,0.2,55
04.500,0.325,422
04.500,0.350,462
04.500,0.375,471
04.500,0.3,373
04.500,0.425,521
04.500,0.45,528
04.500,0.475,539
04.500,0.4,492
04.500,0.5,539
04.550,0.025,1
04.550,0.05,31
04.550,0.075,42
04.550,0.125,49
04.550,0.150,49
04.550,0.175,49
04.550,0.1,49
04.550,0.225,53
04.550,0.25,151
04.550,0.275,158
04.550,0.2,53
04.550,0.325,407
04.550,0.350,478
04.550,0.375,484
04.550,0.3,158
04.550,0.425,533
04.550,0.45,533
04.550,0.475,579
04.550,0.4,507
04.550,0.5,579
04.600,0.025,1
04.600,0.05,41
04.600,0.075,41
04.600,0.125,41
04.600,0.150,41
04.600,0.175,41
04.600,0.1,41
04.600,0.225,218
04.600,0.25,220
04.600,0.275,232
04.600,0.2,45
04.600,0.325,466
04.600,0.350,470
04.600,0.375,538
04.600,0.3,269
04.600,0.425,564
04.600,0.45,578
04.600,0.475,578
04.600,0.4,544
04.600,0.5,578
04.650,0.025,1
04.650,0.05,43
04.650,0.075,43
04.650,0.125,43
04.650,0.150,43
04.650,0.175,80
04.650,0.1,43
04.650,0.225,149
04.650,0.25,166
04.650,0.275,244
04.650,0.2,96
04.650,0.325,482
04.650,0.350,510
04.650,0.375,529
04.650,0.3,283
04.650,0.425,542
04.650,0.45,568
04.650,0.475,583
04.650,0.4,529
04.650,0.5,583
04.700,0.025,1
04.700,0.05,38
04.700,0.075,41
04.700,0.125,41
04.700,0.150,44
04.700,0.175,44
04.700,0.1,41
04.700,0.225,107
04.700,0.25,127
04.700,0.275,139
04.700,0.2,102
04.700,0.325,376
04.700,0.350,387
04.700,0.375,497
04.700,0.3,339
04.700,0.425,583
04.700,0.45,598
04.700,0.475,598
04.700,0.4,540
04.700,0.5,613
04.750,0.025,1
04.750,0.05,32
04.750,0.075,32
04.750,0.125,32
04.750,0.150,35
04.750,0.175,35
04.750,0.1,32
04.750,0.225,148
04.750,0.25,157
04.750,0.275,170
04.750,0.2,90
04.750,0.325,351
04.750,0.350,386
04.750,0.375,405
04.750,0.3,346
04.750,0.425,496
04.750,0.45,549
04.750,0.475,561
04.750,0.4,444
04.750,0.5,572
04.800,0.025,1
04.800,0.05,38
04.800,0.075,38
04.800,0.125,38
04.800,0.150,87
04.800,0.175,112
04.800,0.1,38
04.800,0.225,144
04.800,0.25,144
04.800,0.275,204
04.800,0.2,98
04.800,0.325,410
04.800,0.350,423
04.800,0.375,472
04.800,0.3,349
04.800,0.425,541
04.800,0.45,569
04.800,0.475,588
04.800,0.4,483
04.800,0.5,588
04.850,0.025,32
04.850,0.05,35
04.850,0.075,38
04.850,0.125,38
04.850,0.150,38
04.850,0.175,38
04.850,0.1,38
04.850,0.225,92
04.850,0.25,161
04.850,0.275,192
04.850,0.2,80
04.850,0.325,365
04.850,0.350,422
04.850,0.375,453
04.850,0.3,201
04.850,0.425,507
04.850,0.45,542
04.850,0.475,554
04.850,0.4,491
04.850,0.5,578
04.900,0.025,1
04.900,0.05,1
04.900,0.075,55
04.900,0.125,55
04.900,0.150,58
04.900,0.175,58
04.900,0.1,55
04.900,0.225,131
04.900,0.25,142
04.900,0.275,172
04.900,0.2,68
04.900,0.325,360
04.900,0.350,388
04.900,0.375,414
04.900,0.3,247
04.900,0.425,524
04.900,0.45,564
04.900,0.475,576
04.900,0.4,528
04.900,0.5,576
04.950,0.025,1
04.950,0.05,38
04.950,0.075,38
04.950,0.125,38
04.950,0.150,41
04.950,0.175,41
04.950,0.1,38
04.950,0.225,72
04.950,0.25,72
04.950,0.275,80
04.950,0.2,72
04.950,0.325,358
04.950,0.350,393
04.950,0.375,444
04.950,0.3,115
04.950,0.425,523
04.950,0.45,546
04.950,0.475,587
04.950,0.4,464
04.950,0.5,587
05.000,0.025,1
05.000,0.05,38
05.000,0.075,38
05.000,0.125,38
05.000,0.150,38
05.000,0.175,82
05.000,0.1,38
05.000,0.225,82
05.000,0.25,82
05.000,0.275,263
05.000,0.2,82
05.000,0.325,317
05.000,0.350,400
05.000,0.375,400
05.000,0.3,317
05.000,0.425,462
05.000,0.45,529
05.000,0.475,529
05.000,0.4,436
05.000,0.5,529
05.050,0.025,1
05.050,0.05,38
05.050,0.075,38
05.050,0.125,38
05.050,0.150,41
05.050,0.175,96
05.050,0.1,38
05.050,0.225,162
05.050,0.25,192
05.050,0.275,178
05.050,0.2,131
05.050,0.325,432
05.050,0.350,444
05.050,0.375,454
05.050,0.3,400
05.050,0.425,495
05.050,0.45,554
05.050,0.475,554
05.050,0.4,468
05.050,0.5,554
05.100,0.025,32
05.100,0.05,32
05.100,0.075,38
05.100,0.125,38
05.100,0.150,41
05.100,0.175,112
05.100,0.1,38
05.100,0.225,130
05.100,0.25,132
05.100,0.275,146
05.100,0.2,112
05.100,0.325,431
05.100,0.350,441
05.100,0.375,536
05.100,0.3,402
05.100,0.425,566
05.100,0.45,566
05.100,0.475,604
05.100,0.4,536
05.100,0.5,618
05.150,0.025,1
05.150,0.05,38
05.150,0.075,38
05.150,0.125,41
05.150,0.150,41
05.150,0.175,41
05.150,0.1,38
05.150,0.225,129
05.150,0.25,129
05.150,0.275,150
05.150,0.2,45
05.150,0.325,399
05.150,0.350,472
05.150,0.375,472
05.150,0.3,348
05.150,0.425,547
05.150,0.45,568
05.150,0.475,568
05.150,0.4,503
05.150,0.5,568
05.200,0.025,1
05.200,0.05,1
05.200,0.075,35
05.200,0.125,35
05.200,0.150,35
05.200,0.175,35
05.200,0.1,35
05.200,0.225,119
05.200,0.25,132
05.200,0.275,176
05.200,0.2,39
05.200,0.325,429
05.200,0.350,452
05.200,0.375,461
05.200,0.3,182
05.200,0.425,531
05.200,0.45,538
05.200,0.475,550
05.200,0.4,511
05.200,0.5,550
05.250,0.025,1
05.250,0.05,41
05.250,0.075,41
05.250,0.125,41
05.250,0.150,41
05.250,0.175,41
05.250,0.1,41
05.250,0.225,116
05.250,0.25,198
05.250,0.275,421
05.250,0.2,105
05.250,0.325,450
05.250,0.350,450
05.250,0.375,464
05.250,0.3,437
05.250,0.425,536
05.250,0.45,534
05.250,0.475,549
05.250,0.4,507
05.250,0.5,549
05.300,0.025,1
05.300,0.05,38
05.300,0.075,38
05.300,0.125,38
05.300,0.150,38
05.300,0.175,38
05.300,0.1,38
05.300,0.225,89
05.300,0.25,89
05.300,0.275,100
05.300,0.2,70
05.300,0.325,442
05.300,0.350,459
05.300,0.375,494
05.300,0.3,220
05.300,0.425,544
05.300,0.45,551
05.300,0.475,562
05.300,0.4,523
05.300,0.5,562
05.350,0.025,35
05.350,0.05,38
05.350,0.075,38
05.350,0.125,46
05.350,0.150,49
05.350,0.175,49
05.350,0.1,38
05.350,0.225,154
05.350,0.25,176
05.350,0.275,339
05.350,0.2,100
05.350,0.325,384
05.350,0.350,387
05.350,0.375,498
05.350,0.3,369
05.350,0.425,549
05.350,0.45,568
05.350,0.475,580
05.350,0.4,536
05.350,0.5,587
05.400,0.025,1
05.400,0.05,31
05.400,0.075,31
05.400,0.125,44
05.400,0.150,44
05.400,0.175,44
05.400,0.1,31
05.400,0.225,100
05.400,0.25,100
05.400,0.275,122
05.400,0.2,108
05.400,0.325,389
05.400,0.350,417
05.400,0.375,451
05.400,0.3,366
05.400,0.425,515
05.400,0.45,582
05.400,0.475,594
05.400,0.4,464
05.400,0.5,594
05.450,0.025,1
05.450,0.05,38
05.450,0.075,38
05.450,0.125,38
05.450,0.150,41
05.450,0.175,41
05.450,0.1,38
05.450,0.225,122
05.450,0.25,122
05.450,0.275,190
05.450,0.2,117
05.450,0.325,436
05.450,0.350,447
05.450,0.375,463
05.450,0.3,222
05.450,0.425,541
05.450,0.45,541
05.450,0.475,549
05.450,0.4,534
05.450,0.5,588
05.500,0.025,1
05.500,0.05,35
05.500,0.075,35
05.500,0.125,38
05.500,0.150,41
05.500,0.175,88
05.500,0.1,38
05.500,0.225,130
05.500,0.25,147
05.500,0.275,147
05.500,0.2,92
05.500,0.325,390
05.500,0.350,390
05.500,0.375,427
05.500,0.3,294
05.500,0.425,468
05.500,0.45,533
05.500,0.475,533
05.500,0.4,427
05.500,0.5,575
05.550,0.025,1
05.550,0.05,38
05.550,0.075,45
05.550,0.125,45
05.550,0.150,45
05.550,0.175,45
05.550,0.1,45
05.550,0.225,115
05.550,0.25,166
05.550,0.275,300
05.550,0.2,45
05.550,0.325,452
05.550,0.350,451
05.550,0.375,496
05.550,0.3,304
05.550,0.425,542
05.550,0.45,568
05.550,0.475,568
05.550,0.4,502
05.550,0.5,568
05.600,0.025,1
05.600,0.05,32
05.600,0.075,35
05.600,0.125,35
05.600,0.150,38
05.600,0.175,107
05.600,0.1,35
05.600,0.225,111
05.600,0.25,176
05.600,0.275,315
05.600,0.2,107
05.600,0.325,394
05.600,0.350,412
05.600,0.375,455
05.600,0.3,361
05.600,0.425,536
05.600,0.45,548
05.600,0.475,548
05.600,0.4,501
05.600,0.5,548
05.650,0.025,1
05.650,0.05,34
05.650,0.075,34
05.650,0.125,40
05.650,0.150,40
05.650,0.175,40
05.650,0.1,40
05.650,0.225,93
05.650,0.25,106
05.650,0.275,123
05.650,0.2,43
05.650,0.325,423
05.650,0.350,484
05.650,0.375,547
05.650,0.3,377
05.650,0.425,569
05.650,0.45,580
05.650,0.475,580
05.650,0.4,563
05.650,0.5,580
05.700,0.025,1
05.700,0.05,38
05.700,0.075,38
05.700,0.125,41
05.700,0.150,41
05.700,0.175,41
05.700,0.1,38
05.700,0.225,139
05.700,0.25,188
05.700,0.275,224
05.700,0.2,121
05.700,0.325,381
05.700,0.350,416
05.700,0.375,500
05.700,0.3,371
05.700,0.425,527
05.700,0.45,560
05.700,0.475,560
05.700,0.4,512
05.700,0.5,560
05.750,0.025,1
05.750,0.05,38
05.750,0.075,38
05.750,0.125,38
05.750,0.150,41
05.750,0.175,41
05.750,0.1,38
05.750,0.225,98
05.750,0.25,90
05.750,0.275,342
05.750,0.2,41
05.750,0.325,383
05.750,0.350,398
05.750,0.375,439
05.750,0.3,376
05.750,0.425,514
05.750,0.45,566
05.750,0.475,566
05.750,0.4,496
05.750,0.5,566
05.800,0.025,35
05.800,0.05,38
05.800,0.075,38
05.800,0.125,38
05.800,0.150,38
05.800,0.175,68
05.800,0.1,38
05.800,0.225,90
05.800,0.25,115
05.800,0.275,292
05.800,0.2,79
05.800,0.325,372
05.800,0.350,381
05.800,0.375,422
05.800,0.3,364
05.800,0.425,516
05.800,0.45,550
05.800,0.475,550
05.800,0.4,438
05.800,0.5,550
05.850,0.025,1
05.850,0.05,34
05.850,0.075,37
05.850,0.125,37
05.850,0.150,54
05.850,0.175,40
05.850,0.1,37
05.850,0.225,140
05.850,0.25,170
05.850,0.275,177
05.850,0.2,54
05.850,0.325,445
05.850,0.350,445
05.850,0.375,473
05.850,0.3,186
05.850,0.425,521
05.850,0.45,529
05.850,0.475,553
05.850,0.4,512
05.850,0.5,553
05.900,0.025,28
05.900,0.05,31
05.900,0.075,31
05.900,0.125,31
05.900,0.150,31
05.900,0.175,31
05.900,0.1,31
05.900,0.225,155
05.900,0.25,169
05.900,0.275,171
05.900,0.2,43
05.900,0.325,396
05.900,0.350,462
05.900,0.375,493
05.900,0.3,362
05.900,0.425,557
05.900,0.45,618
05.900,0.475,618
05.900,0.4,529
05.900,0.5,618
05.950,0.025,1
05.950,0.05,35
05.950,0.075,38
05.950,0.125,38
05.950,0.150,41
05.950,0.175,41
05.950,0.1,38
05.950,0.225,137
05.950,0.25,137
05.950,0.275,368
05.950,0.2,69
05.950,0.325,428
05.950,0.350,511
05.950,0.375,511
05.950,0.3,397
05.950,0.425,540
05.950,0.45,582
05.950,0.475,582
05.950,0.4,519
05.950,0.5,582
06.000,0.025,1
06.000,0.05,38
06.000,0.075,40
06.000,0.125,40
06.000,0.150,40
06.000,0.175,40
06.000,0.1,40
06.000,0.225,132
06.000,0.25,258
06.000,0.275,321
06.000,0.2,128
06.000,0.325,327
06.000,0.350,458
06.000,0.375,478
06.000,0.3,327
06.000,0.425,553
06.000,0.45,560
06.000,0.475,560
06.000,0.4,496
06.000,0.5,560
06.050,0.025,1
06.050,0.05,37
06.050,0.075,37
06.050,0.125,37
06.050,0.150,37
06.050,0.175,37
06.050,0.1,37
06.050,0.225,116
06.050,0.25,161
06.050,0.275,371
06.050,0.2,41
06.050,0.325,394
06.050,0.350,467
06.050,0.375,489
06.050,0.3,384
06.050,0.425,539
06.050,0.45,539
06.050,0.475,558
06.050,0.4,524
06.050,0.5,558
06.100,0.025,1
06.100,0.05,31
06.100,0.075,31
06.100,0.125,38
06.100,0.150,38
06.100,0.175,38
06.100,0.1,38
06.100,0.225,117
06.100,0.25,119
06.100,0.275,122
06.100,0.2,113
06.100,0.325,208
06.100,0.350,460
06.100,0.375,492
06.100,0.3,208
06.100,0.425,573
06.100,0.45,579
06.100,0.475,579
06.100,0.4,511
06.100,0.5,579
06.150,0.025,1
06.150,0.05,28
06.150,0.075,28
06.150,0.125,28
06.150,0.150,40
06.150,0.175,46
06.150,0.1,28
06.150,0.225,131
06.150,0.25,138
06.150,0.275,138
06.150,0.2,46
06.150,0.325,241
06.150,0.350,443
06.150,0.375,477
06.150,0.3,158
06.150,0.425,528
06.150,0.45,566
06.150,0.475,590
06.150,0.4,497
06.150,0.5,602
06.200,0.025,1
06.200,0.05,40
06.200,0.075,40
06.200,0.125,40
06.200,0.150,40
06.200,0.175,40
06.200,0.1,40
06.200,0.225,124
06.200,0.25,227
06.200,0.275,234
06.200,0.2,119
06.200,0.325,286
06.200,0.350,337
06.200,0.375,409
06.200,0.3,255
06.200,0.425,512
06.200,0.45,520
06.200,0.475,531
06.200,0.4,447
06.200,0.5,531
06.250,0.025,1
06.250,0.05,31
06.250,0.075,31
06.250,0.125,38
06.250,0.150,38
06.250,0.175,38
06.250,0.1,38
06.250,0.225,99
06.250,0.25,213
06.250,0.275,360
06.250,0.2,99
06.250,0.325,376
06.250,0.350,409
06.250,0.375,385
06.250,0.3,373
06.250,0.425,542
06.250,0.45,576
06.250,0.475,588
06.250,0.4,531
06.250,0.5,588
06.300,0.025,1
06.300,0.05,1
06.300,0.075,44
06.300,0.125,44
06.300,0.150,44
06.300,0.175,44
06.300,0.1,44
06.300,0.225,148
06.300,0.25,151
06.300,0.275,287
06.300,0.2,95
06.300,0.325,357
06.300,0.350,399
06.300,0.375,482
06.300,0.3,331
06.300,0.425,522
06.300,0.45,549
06.300,0.475,546
06.300,0.4,500
06.300,0.5,582
06.350,0.025,1
06.350,0.05,39
06.350,0.075,39
06.350,0.125,39
06.350,0.150,42
06.350,0.175,42
06.350,0.1,39
06.350,0.225,46
06.350,0.25,140
06.350,0.275,172
06.350,0.2,46
06.350,0.325,423
06.350,0.350,443
06.350,0.375,513
06.350,0.3,375
06.350,0.425,547
06.350,0.45,581
06.350,0.475,565
06.350,0.4,518
06.350,0.5,605
06.400,0.025,35
06.400,0.05,35
06.400,0.075,35
06.400,0.125,70
06.400,0.150,102
06.400,0.175,102
06.400,0.1,35
06.400,0.225,162
06.400,0.25,187
06.400,0.275,189
06.400,0.2,109
06.400,0.325,490
06.400,0.350,512
06.400,0.375,533
06.400,0.3,263
06.400,0.425,584
06.400,0.45,598
06.400,0.475,598
06.400,0.4,579
06.400,0.5,598
06.450,0.025,1
06.450,0.05,28
06.450,0.075,35
06.450,0.125,53
06.450,0.150,53
06.450,0.175,59
06.450,0.1,53
06.450,0.225,148
06.450,0.25,150
06.450,0.275,169
06.450,0.2,129
06.450,0.325,386
06.450,0.350,447
06.450,0.375,473
06.450,0.3,350
06.450,0.425,517
06.450,0.45,558
06.450,0.475,568
06.450,0.4,510
06.450,0.5,592
06.500,0.025,1
06.500,0.05,35
06.500,0.075,35
06.500,0.125,55
06.500,0.150,55
06.500,0.175,96
06.500,0.1,55
06.500,0.225,141
06.500,0.25,143
06.500,0.275,149
06.500,0.2,106
06.500,0.325,411
06.500,0.350,424
06.500,0.375,485
06.500,0.3,170
06.500,0.425,564
06.500,0.45,580
06.500,0.475,580
06.500,0.4,532
06.500,0.5,604
06.550,0.025,1
06.550,0.05,34
06.550,0.075,34
06.550,0.125,34
06.550,0.150,34
06.550,0.175,88
06.550,0.1,34
06.550,0.225,127
06.550,0.25,130
06.550,0.275,130
06.550,0.2,123
06.550,0.325,357
06.550,0.350,496
06.550,0.375,538
06.550,0.3,328
06.550,0.425,549
06.550,0.45,582
06.550,0.475,582
06.550,0.4,538
06.550,0.5,598
06.600,0.025,1
06.600,0.05,38
06.600,0.075,38
06.600,0.125,38
06.600,0.150,41
06.600,0.175,41
06.600,0.1,38
06.600,0.225,125
06.600,0.25,136
06.600,0.275,229
06.600,0.2,120
06.600,0.325,387
06.600,0.350,387
06.600,0.375,428
06.600,0.3,215
06.600,0.425,527
06.600,0.45,566
06.600,0.475,566
06.600,0.4,470
06.600,0.5,566
06.650,0.025,1
06.650,0.05,43
06.650,0.075,43
06.650,0.125,43
06.650,0.150,43
06.650,0.175,43
06.650,0.1,43
06.650,0.225,109
06.650,0.25,229
06.650,0.275,408
06.650,0.2,109
06.650,0.325,425
06.650,0.350,429
06.650,0.375,494
06.650,0.3,418
06.650,0.425,521
06.650,0.45,528
06.650,0.475,562
06.650,0.4,514
06.650,0.5,562
06.700,0.025,1
06.700,0.05,41
06.700,0.075,44
06.700,0.125,44
06.700,0.150,44
06.700,0.175,44
06.700,0.1,44
06.700,0.225,147
06.700,0.25,169
06.700,0.275,238
06.700,0.2,44
06.700,0.325,389
06.700,0.350,434
06.700,0.375,497
06.700,0.3,315
06.700,0.425,548
06.700,0.45,567
06.700,0.475,585
06.700,0.4,516
06.700,0.5,585
06.750,0.025,1
06.750,0.05,31
06.750,0.075,31
06.750,0.125,31
06.750,0.150,31
06.750,0.175,31
06.750,0.1,31
06.750,0.225,140
06.750,0.25,168
06.750,0.275,179
06.750,0.2,124
06.750,0.325,408
06.750,0.350,463
06.750,0.375,480
06.750,0.3,390
06.750,0.425,515
06.750,0.45,527
06.750,0.475,559
06.750,0.4,496
06.750,0.5,559
06.800,0.025,1
06.800,0.05,39
06.800,0.075,39
06.800,0.125,39
06.800,0.150,42
06.800,0.175,53
06.800,0.1,39
06.800,0.225,150
06.800,0.25,140
06.800,0.275,145
06.800,0.2,78
06.800,0.325,372
06.800,0.350,431
06.800,0.375,466
06.800,0.3,327
06.800,0.425,551
06.800,0.45,594
06.800,0.475,622
06.800,0.4,489
06.800,0.5,622
06.850,0.025,1
06.850,0.05,44
06.850,0.075,44
06.850,0.125,44
06.850,0.150,47
06.850,0.175,47
06.850,0.1,44
06.850,0.225,139
06.850,0.25,128
06.850,0.275,177
06.850,0.2,59
06.850,0.325,331
06.850,0.350,444
06.850,0.375,462
06.850,0.3,201
06.850,0.425,576
06.850,0.45,617
06.850,0.475,629
06.850,0.4,495
06.850,0.5,642
06.900,0.025,1
06.900,0.05,39
06.900,0.075,42
06.900,0.125,42
06.900,0.150,45
06.900,0.175,45
06.900,0.1,42
06.900,0.225,119
06.900,0.25,119
06.900,0.275,159
06.900,0.2,119
06.900,0.325,424
06.900,0.350,432
06.900,0.375,466
06.900,0.3,348
06.900,0.425,526
06.900,0.45,566
06.900,0.475,566
06.900,0.4,514
06.900,0.5,566
06.950,0.025,1
06.950,0.05,32
06.950,0.075,32
06.950,0.125,32
06.950,0.150,35
06.950,0.175,35
06.950,0.1,32
06.950,0.225,88
06.950,0.25,88
06.950,0.275,180
06.950,0.2,84
06.950,0.325,350
06.950,0.350,427
06.950,0.375,461
06.950,0.3,238
06.950,0.425,521
06.950,0.45,554
06.950,0.475,572
06.950,0.4,498
06.950,0.5,572
07.000,0.025,1
07.000,0.05,41
07.000,0.075,41
07.000,0.125,41
07.000,0.150,44
07.000,0.175,44
07.000,0.1,41
07.000,0.225,140
07.000,0.25,147
07.000,0.275,147
07.000,0.2,130
07.000,0.325,418
07.000,0.350,441
07.000,0.375,443
07.000,0.3,358
07.000,0.425,502
07.000,0.45,518
07.000,0.475,544
07.000,0.4,485
07.000,0.5,544
07.050,0.025,1
07.050,0.05,35
07.050,0.075,35
07.050,0.125,35
07.050,0.150,38
07.050,0.175,38
07.050,0.1,35
07.050,0.225,75
07.050,0.25,75
07.050,0.275,82
07.050,0.2,45
07.050,0.325,382
07.050,0.350,438
07.050,0.375,456
07.050,0.3,351
07.050,0.425,524
07.050,0.45,534
07.050,0.475,547
07.050,0.4,524
07.050,0.5,547
07.100,0.025,1
07.100,0.05,32
07.100,0.075,35
07.100,0.125,45
07.100,0.150,45
07.100,0.175,45
07.100,0.1,45
07.100,0.225,121
07.100,0.25,158
07.100,0.275,164
07.100,0.2,121
07.100,0.325,476
07.100,0.350,517
07.100,0.375,522
07.100,0.3,400
07.100,0.425,565
07.100,0.45,596
07.100,0.475,607
07.100,0.4,541
07.100,0.5,631
07.150,0.025,37
07.150,0.05,40
07.150,0.075,43
07.150,0.125,43
07.150,0.150,46
07.150,0.175,46
07.150,0.1,43
07.150,0.225,130
07.150,0.25,133
07.150,0.275,207
07.150,0.2,84
07.150,0.325,366
07.150,0.350,472
07.150,0.375,498
07.150,0.3,319
07.150,0.425,569
07.150,0.45,569
07.150,0.475,580
07.150,0.4,540
07.150,0.5,601
07.200,0.025,1
07.200,0.05,35
07.200,0.075,38
07.200,0.125,38
07.200,0.150,41
07.200,0.175,41
07.200,0.1,38
07.200,0.225,98
07.200,0.25,105
07.200,0.275,235
07.200,0.2,98
07.200,0.325,332
07.200,0.350,368
07.200,0.375,473
07.200,0.3,263
07.200,0.425,535
07.200,0.45,559
07.200,0.475,559
07.200,0.4,479
07.200,0.5,559
07.250,0.025,1
07.250,0.05,43
07.250,0.075,43
07.250,0.125,43
07.250,0.150,43
07.250,0.175,59
07.250,0.1,43
07.250,0.225,63
07.250,0.25,143
07.250,0.275,360
07.250,0.2,63
07.250,0.325,390
07.250,0.350,450
07.250,0.375,488
07.250,0.3,386
07.250,0.425,511
07.250,0.45,569
07.250,0.475,553
07.250,0.4,499
07.250,0.5,593
07.300,0.025,33
07.300,0.05,36
07.300,0.075,36
07.300,0.125,36
07.300,0.150,36
07.300,0.175,36
07.300,0.1,36
07.300,0.225,109
07.300,0.25,114
07.300,0.275,232
07.300,0.2,36
07.300,0.325,376
07.300,0.350,434
07.300,0.375,510
07.300,0.3,322
07.300,0.425,524
07.300,0.45,537
07.300,0.475,544
07.300,0.4,518
07.300,0.5,544
07.350,0.025,1
07.350,0.05,38
07.350,0.075,38
07.350,0.125,38
07.350,0.150,41
07.350,0.175,41
07.350,0.1,38
07.350,0.225,155
07.350,0.25,170
07.350,0.275,179
07.350,0.2,158
07.350,0.325,413
07.350,0.350,471
07.350,0.375,481
07.350,0.3,399
07.350,0.425,547
07.350,0.45,567
07.350,0.475,567
07.350,0.4,495
07.350,0.5,567
07.400,0.025,35
07.400,0.05,38
07.400,0.075,38
07.400,0.125,38
07.400,0.150,43
07.400,0.175,82
07.400,0.1,38
07.400,0.225,117
07.400,0.25,128
07.400,0.275,137
07.400,0.2,86
07.400,0.325,416
07.400,0.350,473
07.400,0.375,508
07.400,0.3,233
07.400,0.425,606
07.400,0.45,613
07.400,0.475,613
07.400,0.4,570
07.400,0.5,613
07.450,0.025,1
07.450,0.05,38
07.450,0.075,38
07.450,0.125,40
07.450,0.150,40
07.450,0.175,40
07.450,0.1,40
07.450,0.225,134
07.450,0.25,134
07.450,0.275,141
07.450,0.2,44
07.450,0.325,389
07.450,0.350,432
07.450,0.375,452
07.450,0.3,292
07.450,0.425,533
07.450,0.45,573
07.450,0.475,588
07.450,0.4,493
07.450,0.5,604
07.500,0.025,1
07.500,0.05,25
07.500,0.075,34
07.500,0.125,46
07.500,0.150,46
07.500,0.175,46
07.500,0.1,34
07.500,0.225,168
07.500,0.25,196
07.500,0.275,181
07.500,0.2,51
07.500,0.325,469
07.500,0.350,486
07.500,0.375,486
07.500,0.3,394
07.500,0.425,527
07.500,0.45,595
07.500,0.475,595
07.500,0.4,509
07.500,0.5,595
07.550,0.025,1
07.550,0.05,38
07.550,0.075,38
07.550,0.125,38
07.550,0.150,41
07.550,0.175,41
07.550,0.1,38
07.550,0.225,146
07.550,0.25,164
07.550,0.275,175
07.550,0.2,123
07.550,0.325,231
07.550,0.350,440
07.550,0.375,468
07.550,0.3,196
07.550,0.425,504
07.550,0.45,531
07.550,0.475,543
07.550,0.4,489
07.550,0.5,554
07.600,0.025,1
07.600,0.05,31
07.600,0.075,31
07.600,0.125,31
07.600,0.150,41
07.600,0.175,41
07.600,0.1,31
07.600,0.225,160
07.600,0.25,162
07.600,0.275,167
07.600,0.2,45
07.600,0.325,388
07.600,0.350,403
07.600,0.375,436
07.600,0.3,273
07.600,0.425,493
07.600,0.45,550
07.600,0.475,562
07.600,0.4,468
07.600,0.5,597
07.650,0.025,1
07.650,0.05,1
07.650,0.075,38
07.650,0.125,38
07.650,0.150,38
07.650,0.175,44
07.650,0.1,38
07.650,0.225,98
07.650,0.25,168
07.650,0.275,172
07.650,0.2,48
07.650,0.325,384
07.650,0.350,384
07.650,0.375,447
07.650,0.3,343
07.650,0.425,515
07.650,0.45,556
07.650,0.475,576
07.650,0.4,465
07.650,0.5,628
07.700,0.025,1
07.700,0.05,34
07.700,0.075,34
07.700,0.125,44
07.700,0.150,44
07.700,0.175,44
07.700,0.1,44
07.700,0.225,147
07.700,0.25,172
07.700,0.275,396
07.700,0.2,44
07.700,0.325,476
07.700,0.350,529
07.700,0.375,542
07.700,0.3,442
07.700,0.425,579
07.700,0.45,579
07.700,0.475,579
07.700,0.4,559
07.700,0.5,579
07.750,0.025,1
07.750,0.05,32
07.750,0.075,32
07.750,0.125,32
07.750,0.150,41
07.750,0.175,55
07.750,0.1,32
07.750,0.225,157
07.750,0.25,157
07.750,0.275,188
07.750,0.2,55
07.750,0.325,256
07.750,0.350,478
07.750,0.375,494
07.750,0.3,193
07.750,0.425,594
07.750,0.45,606
07.750,0.475,637
07.750,0.4,588
07.750,0.5,637
07.800,0.025,35
07.800,0.05,38
07.800,0.075,38
07.800,0.125,57
07.800,0.150,60
07.800,0.175,60
07.800,0.1,57
07.800,0.225,133
07.800,0.25,133
07.800,0.275,340
07.800,0.2,64
07.800,0.325,403
07.800,0.350,440
07.800,0.375,465
07.800,0.3,353
07.800,0.425,557
07.800,0.45,557
07.800,0.475,573
07.800,0.4,483
07.800,0.5,573
07.850,0.025,1
07.850,0.05,31
07.850,0.075,31
07.850,0.125,31
07.850,0.150,31
07.850,0.175,38
07.850,0.1,31
07.850,0.225,122
07.850,0.25,125
07.850,0.275,155
07.850,0.2,122
07.850,0.325,446
07.850,0.350,446
07.850,0.375,482
07.850,0.3,437
07.850,0.425,490
07.850,0.45,496
07.850,0.475,556
07.850,0.4,482
07.850,0.5,556
07.900,0.025,1
07.900,0.05,36
07.900,0.075,36
07.900,0.125,53
07.900,0.150,53
07.900,0.175,53
07.900,0.1,40
07.900,0.225,57
07.900,0.25,116
07.900,0.275,159
07.900,0.2,57
07.900,0.325,493
07.900,0.350,509
07.900,0.375,520
07.900,0.3,416
07.900,0.425,585
07.900,0.45,642
07.900,0.475,663
07.900,0.4,540
07.900,0.5,663
